,spotify_id,daily_rank,popularity,is_explicit,duration_ms,album_name,album_release_date,time_signature,rank,artists_num,artist_individual,artist_id,artist_genre,album_num_tracks,weeks_on_chart,duration,region,language,track_name,artist_names,country,loudness,tempo,artist_count_df1,bpm_df1,artist_count_df2,streams,bpm_df2,key,mode,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness,release_date,has_lyrics,lyrics_url,scraped,primary_artist,feat_artist,lyric_url,is_english,is_english_lyrics,overall_sentiments,overall_emotions,topics,overall_topics
0,71BqAINEnezjQfxE4VuJfq,41.0,91.0,0.0,180381.0,1989 (Taylor's Version),2023-10-26,4.0,,,,,,,,,,,"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,SG,-13.178,77.983,,,,,,7,1,0.629,0.306,0.413,0.345,7.62e-05,0.0603,0.055,,False,,False,,,,1,1,,,,
1,5fp7tsbfsLW8ueAqrvcXOM,41.0,12.0,1.0,183003.0,BENIHANA,2024-03-15,4.0,,,,,,,,,,,"""conspiracy""","Shimmi, AstralKid22, Tisci, guapanova",SK,-8.241,149.93,,,,,,10,0,0.842,0.314,0.402,0.1,0.0,0.106,0.247,,False,,False,,,,1,1,,,,
2,1DNXCTUHCGcr9kJ6LynYEC,47.0,50.0,0.0,250595.0,a beautiful blur,2023-09-29,3.0,,,,,,,,,,,'Cause You Have To,LANY,PH,-8.145,161.097,,,,,,11,1,0.451,0.403,0.498,0.562,0.000441,0.124,0.0338,"September 29, 2023",True,,True,LANY,,https://genius.com/Lany-cause-you-have-to-lyrics,1,1,negative sentiment,emotion is sadness,"['song about loss and grief', 'song about love', 'song about loss and grief', 'song about loss and grief', 'song about love', 'song about loss and grief', 'song about loss and grief', 'song about loss and grief']",song about loss and grief
3,4k3lPl8YTKuY8c1HelVnm3,,,,,,,,68.0,1.0,Cody Johnson,spotify:artist:6zLBxLdl60ekBLpawtT63I,texas country,18.0,20.0,224213.0,North America,English,'Til You Can't,Cody Johnson,United States,-4.865,160.087,,,,2247028.0,,1,1,0.501,0.46,0.815,0.0513,0.0,0.106,0.0436,"June 11, 2021",True,,True,Cody Johnson,,https://genius.com/Cody-johnson-til-you-cant-lyrics,1,1,negative sentiment,emotion is optimism,"['song about personal growth', 'song about love', 'song about ambition and success', 'song about loss and grief', 'song about ambition and success', 'song about personal growth', 'song about love', 'song about personal growth']",song about personal growth
4,2qWvKCmXuL7LJyEhm8lRH3,13.0,32.0,0.0,145000.0,(Can't) Get You out of My Mind,2019-09-03,4.0,,,,,,,,,,,(Can't) Get You out of My Mind,Ryan Bay,LU,-9.825,120.052,,,,,,0,0,0.708,0.177,0.569,0.238,0.597,0.0697,0.0335,,False,,False,,,,1,1,,,,
5,5QTxFnGygVM4jFQiBovmRo,46.0,80.0,0.0,308120.0,Agents Of Fortune,1976-01-01,4.0,193.0,1.0,Blue Ã–yster Cult,spotify:artist:00tVTdpEhQQw1bqdu8RCx2,rock,10.0,3.0,308120.0,North America,English,(Don't Fear) The Reaper,Blue Ã–yster Cult,CA,-8.55,141.466,,,,212241.0,,9,0,0.333,0.385,0.927,0.0029,0.000208,0.297,0.0733,,False,,False,,,,1,1,,,,
6,2n1xrggQtAGEV1AgzvooGB,,,,,,,,132.0,1.0,Kay Starr,spotify:artist:7rpf45DdbpweG51Acze45i,swing,14.0,5.0,162373.0,North America,English,(Everybody's Waitin' For) The Man With The Bag - Remastered 1996,Kay Starr,Canada,-8.668,71.165,,,,313150.0,,0,1,0.739,0.805999999999999,0.317,0.391,0.00487,0.243,0.0905,,False,,False,,,,1,1,,,,
7,3zBhihYUHBmGd2bcQIobrF,45.0,83.0,0.0,163755.0,The Dock of the Bay (Mono),1968-01-01,4.0,,,,,,,,,,,(Sittin' On) the Dock of the Bay,Otis Redding,NZ,-11.226,103.621,,,,,,2,1,0.768,0.532,0.367,0.683,1.79e-05,0.081,0.0315,,False,,False,,,,1,1,,,,
8,0hvN2v6fAcB6xWyW7UaooA,45.0,70.0,0.0,175893.0,Season's Greetings,1991-08-26,4.0,73.0,1.0,Perry Como,spotify:artist:5v8jlSmAQfrkTjAlpUfWtu,vocal jazz,10.0,4.0,175893.0,North America,English,(There's No Place Like) Home for the Holidays - 1959 Version,Perry Como,US,-12.556,143.736,,,,2967293.0,,5,1,0.478,0.474,0.341,0.897,0.0,0.258,0.0511,,False,,False,,,,1,1,,,,
9,30QR0ndUdiiMQMA9g1PGCm,,,,,,,,37.0,1.0,$uicideboy$,spotify:artist:1VPmR4DJC1PlOtd0IADAO0,new orleans rap,12.0,28.0,168490.0,North America,English,"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,United States,-6.876,113.983,,,,2974818.0,,2,1,0.792,0.111,0.511,0.124,9.04e-05,0.14,0.0409,"February 14, 2020",True,,True,$uicideboy$,,https://genius.com/Uicideboy-and-to-those-i-love-thanks-for-sticking-around-lyrics,1,1,negative sentiment,emotion is sadness,"['song about loss and grief', 'song about loss and grief']",song about loss and grief
10,2yLa0QULdQr0qAIvVwN6B5,41.0,88.0,0.0,208186.0,reputation,2017-11-10,4.0,,,,,,,,,,,...Ready For It?,Taylor Swift,SG,-6.509,160.015,,,,,,2,1,0.613,0.417,0.764,0.0527,0.0,0.197,0.136,"September 3, 2017",True,,True,Taylor Swift,,https://genius.com/Taylor-swift-ready-for-it-lyrics,1,1,positive sentiment,emotion is optimism,"['song about loss and grief', 'song about love', 'song about love', 'song about loss and grief', 'song about love', 'song about love', 'song about ambition and success', 'song about love', 'song about love', 'song about personal growth']",song about love
11,310INr2VS0ZiRHSdVBfiSK,23.0,45.0,0.0,56373.0,Pink Velvet Theatre,2024-10-25,1.0,,,,,,,,,,,..and so it begins,Benjamin Ingrosso,SE,-15.493,111.585,,,,,,5,0,0.31,0.557,0.333,0.538,0.00027,0.566,0.0614,"October 25, 2024",True,,True,Benjamin Ingrosso,,https://genius.com/Benjamin-ingrosso-and-so-it-begins-lyrics,1,1,positive sentiment,emotion is optimism,['song about happiness and celebration'],song about happiness and celebration
12,1Z8TPHiKeCUyClxV6WTTIf,,,,,,,,50.0,1.0,TOMORROW X TOGETHER,spotify:artist:0ghlgldX5Dd6720Q3qFyQB,k-pop boy group,8.0,4.0,202204.0,Asia,English,0X1=LOVESONG (I Know I Love You) feat. Seori,TOMORROW X TOGETHER,Singapore,-4.925,104.973,,,,74833.0,,0,1,0.584,0.484,0.836,0.0558,0.0,0.0663,0.079,,False,,False,,,,1,1,,,,
13,0dAmqFAXb61sy0NS4BORr8,36.0,45.0,0.0,215612.0,1 Bottle,2018-06-30,4.0,,,,,,,,,,,1 Bottle,Michael Holland,SA,-7.65,97.988,,,,,,5,1,0.72,0.376,0.399,0.788,3.42e-06,0.494,0.0328,,False,,False,,,,1,1,,,,
14,0S1qhPO7vac9xRzGnDPTrr,38.0,0.0,1.0,221217.0,1 OF 1,2024-06-06,4.0,,,,,,,,,,,1 of 1,"Maluma, Blessd",CO,-3.033,75.3,,,,,,1,1,0.569,0.597,0.838,0.332,0.0,0.507,0.162,,False,,False,,,,1,1,,,,
15,4wcBRRpIfesgcyUtis7PEg,,,,,,,,8.0,1.0,Olivia Rodrigo,spotify:artist:1McMsnEElThX1knmY4oliG,pop,11.0,1.0,163587.0,North America,English,"1 step forward, 3 steps back",Olivia Rodrigo,United States,-12.627,168.884,,,,11914564.0,,2,1,0.473,0.419,0.203,0.941,0.0,0.126,0.102,"May 21, 2021",True,,True,Olivia Rodrigo,,https://genius.com/Olivia-rodrigo-1-step-forward-3-steps-back-lyrics,1,1,negative sentiment,emotion is anger,"['song about loss and grief', 'song about love', 'song about love', 'song about love', 'song about social issues', 'song about loss and grief']",song about love
16,6Jkm5kUldvIqxzI1Pa7nXH,,,,,,,,15.0,1.0,Leah Kate,spotify:artist:6oWOHAOyBUn6aJlKIPJK9r,pop,1.0,4.0,157138.0,Oceania,English,10 Things I Hate About You,Leah Kate,Australia,-2.97,153.967,1.0,154.0,1.0,613479.0,154.0,8,1,0.544,0.446,0.785999999999999,0.00991,0.0,0.168999999999999,0.0501,"March 23, 2022",True,,True,Leah Kate,,https://genius.com/Leah-kate-10-things-i-hate-about-you-lyrics,1,1,negative sentiment,emotion is disgust,"['song about loss and grief', 'song about loss and grief', 'song about social issues', 'song about loss and grief', 'song about love', 'song about loss and grief']",song about loss and grief
17,4O0LQKVT6hGmVGNwizmydg,,,,,,,,69.0,1.0,DaÃ°i Freyr,spotify:artist:3Hb64DQZIhDCgyHKrzBXOL,sunnlensk tonlist,1.0,1.0,166000.0,Europe,English,10 Years,DaÃ°i Freyr,United Kingdom,-6.916,123.038,,,,619417.0,,2,0,0.797999999999999,0.442999999999999,0.621,0.0141,0.000148,0.0926,0.0391,"March 13, 2021",True,,True,DaÃ°i Freyr,,https://genius.com/Dai-freyr-10-years-lyrics,1,1,positive sentiment,emotion is optimism,"['song about love', 'song about love', 'song about happiness and celebration', 'song about personal growth', 'song about love', 'song about happiness and celebration']",song about love
18,2wrJq5XKLnmhRXHIAf9xBa,,,,,,,,58.0,2.0,Dan + Shay,spotify:artist:7z5WFjZAIYejWy0NI5lv4T,pop,1.0,76.0,167693.0,Asia,English,"10,000 Hours (with Justin Bieber)","Dan + Shay, Justin Bieber",Singapore,-4.644,89.991,,,,69463.0,,10,1,0.654,0.43,0.63,0.153,0.0,0.111,0.0259,"October 4, 2019",True,,True,Dan + Shay,Justin Bieber,https://genius.com/Dan-shay-and-justin-bieber-10000-hours-lyrics,1,1,positive sentiment,emotion is anger,"['song about happiness and celebration', 'song about ambition and success', 'song about love', 'song about loss and grief', 'song about ambition and success', 'song about love', 'song about personal growth', 'song about love']",song about love
19,76kAtA4XBWaFGQDvBDVYEl,,,,,,,,180.0,1.0,Yung Filly,spotify:artist:3OEJ7D4RwbnNFuG9JczKEa,uk hip hop,1.0,1.0,162254.0,Europe,English,100 Bags Freestyle,Yung Filly,United Kingdom,-11.297,142.019,,,,364520.0,,9,0,0.825,0.615,0.48,0.159,0.0,0.105,0.387,"October 15, 2021",True,,True,Yung Filly,,https://genius.com/Yung-filly-100-bags-freestyle-lyrics,1,1,negative sentiment,emotion is anger,"['song about loss and grief', 'song about friendship', 'song about ambition and success', 'song about friendship', 'song about happiness and celebration', 'song about friendship', 'song about personal growth']",song about friendship
20,4isw5ZvMgv2M8diuxiVHwI,20.0,64.0,1.0,235354.0,100 Bands,2024-08-09,4.0,,,,,,,,,,,100 Bands,"BANKROLL, Zoey Dollaz, Papii Steez, Fat Wizza",DO,-8.22,154.985,,,,,,10,0,0.819,0.878,0.786,0.106,0.0,0.0677,0.167,,False,,False,,,,1,1,,,,
21,3xNZvhskS5f3NuVC8ldi0x,47.0,52.0,1.0,170080.0,Kill The King: the mixtape,2024-09-13,4.0,,,,,,,,,,,100 mill,"A-Reece, Jay Jody",ZA,-10.984,112.394,,,,,,1,1,0.584,0.669,0.433,0.142,0.0,0.868,0.368,"September 13, 2024",True,,True,A-Reece,,https://genius.com/A-reece-100-mill-lyrics,1,1,negative sentiment,emotion is anger,"['song about personal growth', 'song about ambition and success', 'song about ambition and success', 'song about ambition and success', 'song about ambition and success', 'song about personal growth']",song about ambition and success
22,5eDJH4MfpRQM9S9WTiu7yU,,,,,,,,180.0,2.0,é˜Ÿé•¿,spotify:artist:4SpsVETdnMLwPHyOW0FlQz,chinese viral pop,2.0,2.0,234817.0,Asia,English,11 (with Hooleeger),"é˜Ÿé•¿, é»ƒç¦®æ ¼",Singapore,-4.84,148.054,,,,40868.0,,7,1,0.483,0.531,0.736,0.0774,0.0,0.125,0.0604,,False,,False,,,,1,1,,,,
23,4gQJFhPYEVLuxyriyUubzD,49.0,58.0,0.0,193293.0,Caligo Pt.1,2025-02-03,4.0,,,,,,,,,,,12:32 (A to T),PLAVE,KR,-7.626,169.744,,,,,,2,1,0.423,0.259,0.512,0.0412,0.0,0.0998,0.0451,,False,,False,,,,1,1,,,,
24,7IEzHchpLMXAemfAsyiA3n,,,,,,,,142.0,2.0,Fredo,spotify:artist:3rbtPd0NcvhO2AzMfzx90z,grime,14.0,1.0,132750.0,Europe,English,14 (feat. Potter Payper),"Fredo, Potter Payper",United Kingdom,-6.966,109.437,,,,396138.0,,2,1,0.674,0.235,0.515,0.00297,7.92e-06,0.067,0.455,,False,,False,,,,1,1,,,,
25,1zhvxTuSha22nsUT5Nw8gE,47.0,79.0,1.0,191519.0,Short n' Sweet (Deluxe),2025-02-14,4.0,,,,,,,,,,,15 Minutes,Sabrina Carpenter,IE,-3.795,132.002,,,,,,7,1,0.581,0.731,0.888,0.00946,0.0,0.308,0.0714,"February 14, 2025",True,,True,Sabrina Carpenter,,https://genius.com/Sabrina-carpenter-15-minutes-lyrics,1,1,negative sentiment,emotion is optimism,"['song about personal growth', 'song about love', 'song about ambition and success', 'song about social issues', 'song about loss and grief', 'song about ambition and success', 'song about personal growth', 'song about social issues', 'song about love']",song about personal growth
26,6vjW25OtQUUMO8vYLOK8Um,50.0,54.0,0.0,185231.0,Coast to Costi,2023-11-16,4.0,,,,,,,,,,,1âˆž% (Infinity),"Costi, JVG",FI,-5.726,98.998,,,,,,1,1,0.758,0.42,0.662,0.039,0.000286,0.203,0.0671,,False,,False,,,,1,1,,,,
27,5cdoWMzXLcok8HMzbkieEW,6.0,23.0,0.0,206328.0,02:00:00,2023-10-09,4.0,,,,,,,,,,,02:00:00,"Jhay Dohmie, Michael 45, Drumz LT",DO,-5.79,113.932,,,,,,2,0,0.854,0.493,0.687,0.524,0.000254,0.0639,0.2,,False,,False,,,,1,1,,,,
28,,,,,,,,,,,,,,,,,,,2 Be Loved (Am I Ready),Lizzo,,,,1.0,156.0,1.0,247689123.0,156.0,G,Major,72.0,92.0,77.0,9.0,0.0,8.0,11.0,,False,,False,,,,1,1,,,,
29,6WoTtW8IOKd6EauCkALxR7,,,,,,,,126.0,1.0,Headie One,spotify:artist:6UCQYrcJ6wab6gnQ89OJFh,uk hip hop,1.0,1.0,185047.0,Europe,English,2 Chains,Headie One,United Kingdom,-5.541,148.018,,,,425265.0,,1,1,0.77,0.84,0.655999999999999,0.288,0.0,0.201999999999999,0.273999999999999,"August 26, 2021",True,,True,Headie One,,https://genius.com/Headie-one-2-chains-lyrics,1,1,negative sentiment,emotion is anger,"['song about ambition and success', 'song about ambition and success', 'song about spirituality and faith', 'song about ambition and success', 'song about ambition and success', 'song about ambition and success', 'song about ambition and success']",song about ambition and success
30,0oaY19dUwZimIgzn3ZZLZO,,,,,,,,24.0,1.0,Justin Bieber,spotify:artist:1uNFoZAHBGtllmzznpCI3s,pop,16.0,1.0,152796.0,North America,English,2 Much,Justin Bieber,Canada,-8.601,119.59,,,,696172.0,,9,1,0.583,0.166999999999999,0.444,0.593,0.0,0.353,0.0456,"March 19, 2021",True,,True,Justin Bieber,,https://genius.com/Justin-bieber-2-much-lyrics,1,1,negative sentiment,emotion is joy,"['song about social issues', 'song about personal growth', 'song about love', 'song about love', 'song about spirituality and faith', 'song about love', 'song about love']",song about love
31,1v4m9GLt7lpFM5iOvwQZrU,47.0,78.0,0.0,168113.0,2 days into college,2023-12-08,4.0,,,,,,,,,,,2 days into college,Aimee Carty,IE,-10.724,128.879,,,,,,11,1,0.611,0.715,0.303,0.968,5.11e-05,0.135,0.0705,"December 8, 2023",True,,True,Aimee Carty,,https://genius.com/Aimee-carty-2-days-into-college-lyrics,1,1,negative sentiment,emotion is optimism,"['song about social issues', 'song about spirituality and faith', 'song about personal growth', 'song about love', 'song about spirituality and faith', 'song about spirituality and faith']",song about spirituality and faith
32,0B7tnohfi83RQquo2JRHrL,47.0,71.0,1.0,182740.0,So Close To What,2025-02-21,4.0,,,,,,,,,,,2 hands,Tate McRae,CA,-4.302,104.027,,,,,,1,1,0.615,0.583,0.782,0.127,0.0,0.19,0.0522,"November 14, 2024",True,,True,Tate McRae,,https://genius.com/Tate-mcrae-2-hands-lyrics,1,1,positive sentiment,emotion is anger,"['song about ambition and success', 'song about love', 'song about social issues', 'song about personal growth', 'song about love', 'song about loss and grief', 'song about personal growth', 'song about ambition and success', 'song about ambition and success', 'song about love', 'song about love']",song about love
33,5wTM2Bm8phDwHAuOsfBwhU,50.0,79.0,0.0,220426.0,Learning to Crawl (Expanded & Remastered),1984-01-01,4.0,40.0,1.0,Pretenders,spotify:artist:0GByy3DcfbQwDvXGCWmzv9,classic rock,17.0,23.0,220427.0,Europe,English,2000 Miles - 2007 Remaster,Pretenders,GB,-9.051,66.214,,,,1342863.0,,7,1,0.22,0.453,0.708,0.00292,0.0267,0.102,0.035,,False,,False,,,,1,1,,,,
34,21YrUZi23eK0jx7wPU5oh0,38.0,0.0,0.0,232840.0,Los Sentimientos De un Robot,2024-05-16,4.0,,,,,,,,,,,2000's,"DrefQuila, YSY A, Ovyze",CL,-3.199,100.01,,,,,,1,1,0.842,0.768,0.765,0.0482,4.64e-05,0.102,0.0517,,False,,False,,,,1,1,,,,
35,5byJ4LrZPa8uFvHmr4Y9Nl,6.0,0.0,1.0,204000.0,2025 freestyle,2025-02-26,4.0,,,,,,,,,,,2025 freestyle,"vkie, Swizzy",PL,-8.763,100.067,,,,,,8,1,0.727,0.376,0.637,0.0268,0.0,0.0947,0.3,,False,,False,,,,1,1,,,,
36,1RF02Cf80mTaeNXG2P2boR,,,,,,,,10.0,2.0,Nathan Dawe,spotify:artist:2gduEC76ry33RVurAvT05p,uk pop,1.0,9.0,155253.0,Europe,English,21 Reasons (feat. Ella Henderson),"Nathan Dawe, Ella Henderson",Ireland,-4.499,123.96,,,,183779.0,,6,1,0.621,0.779,0.785,0.0165,5.92e-06,0.0512,0.11,"April 29, 2022",True,,True,Nathan Dawe,,https://genius.com/Nathan-dawe-21-reasons-lyrics,1,1,negative sentiment,emotion is anger,"['song about happiness and celebration', 'song about social issues', 'song about personal growth', 'song about love', 'song about social issues', 'song about personal growth', 'song about loss and grief', 'song about personal growth', 'song about love']",song about personal growth
37,0YH1xT3Z7wR6dZyaCwSziK,,,,,,,,65.0,2.0,A Boogie Wit da Hoodie,spotify:artist:31W5EY0aAly4Qieq6OFu6I,trap,1.0,1.0,205702.0,North America,English,24 Hours (feat. Lil Durk),"A Boogie Wit da Hoodie, Lil Durk",Canada,-9.21,91.105,,,,375251.0,,2,0,0.586,0.146,0.474,0.333999999999999,0.0,0.118,0.18,"May 21, 2021",True,,True,A Boogie wit da Hoodie,,https://genius.com/A-boogie-wit-da-hoodie-24-hours-lyrics,1,1,negative sentiment,emotion is anger,"['song about love', 'song about ambition and success', 'song about personal growth', 'song about love', 'song about love', 'song about love', 'song about personal growth', 'song about loss and grief']",song about love
38,78NhuVWEaTukGw1I61Wd1c,31.0,56.0,0.0,162560.0,24K Gold,2025-02-14,4.0,,,,,,,,,,,24K Gold,Malou Prytz,SE,-3.991,121.985,,,,,,4,0,0.692,0.394,0.91,0.0198,1.06e-06,0.392,0.0724,,False,,False,,,,1,1,,,,
39,6b8Be6ljOzmkOmFslEb23P,44.0,82.0,0.0,225983.0,24K Magic,2016-11-17,4.0,,,,,,,,,,,24K Magic,Bruno Mars,TW,-4.282,106.97,,,,,,1,1,0.818,0.632,0.803,0.034,0.0,0.153,0.0797,"October 7, 2016",True,,True,Bruno Mars,,https://genius.com/Bruno-mars-24k-magic-lyrics,1,1,negative sentiment,emotion is anger,"['song about ambition and success', 'song about ambition and success', 'song about happiness and celebration', 'song about ambition and success', 'song about ambition and success', 'song about social issues', 'song about ambition and success', 'song about happiness and celebration', 'song about happiness and celebration', 'song about ambition and success']",song about ambition and success
40,2lUDBd7JrgAMltcp6dcd7D,,,,,,,,104.0,1.0,Roddy Ricch,spotify:artist:757aE44tKEUQEqRuT6GnEB,rap,18.0,1.0,204626.0,North America,English,25 million,Roddy Ricch,Canada,-9.258,132.202,,,,398896.0,,9,1,0.792999999999999,0.395,0.481,0.019,1.09e-06,0.139,0.124,"December 17, 2021",True,,True,Roddy Ricch,,https://genius.com/Roddy-ricch-25-million-lyrics,1,1,negative sentiment,emotion is anger,"['song about ambition and success', 'song about ambition and success', 'song about ambition and success', 'song about ambition and success', 'song about ambition and success']",song about ambition and success
41,2SUxn2O9NHL6GHGQFgwCY0,,,,,,,,18.0,1.0,Ed Sheeran,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,uk pop,14.0,1.0,153627.0,Europe,English,2step,Ed Sheeran,United Kingdom,-5.592,95.002,,,,1260969.0,,4,0,0.763,0.632,0.660999999999999,0.168999999999999,0.0,0.116999999999999,0.0559999999999999,"October 29, 2021",True,,True,Ed Sheeran,,https://genius.com/Ed-sheeran-2step-lyrics,1,1,negative sentiment,emotion is sadness,"['song about mental health', 'song about personal growth', 'song about love', 'song about love', 'song about love', 'song about social issues', 'song about love', 'song about love']",song about love
42,1qqSQhDwPXl8WY0Fxx9kIt,,,,,,,,50.0,2.0,Ed Sheeran,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,uk pop,14.0,10.0,163450.0,Europe,English,2step (feat. Lil Baby),"Ed Sheeran, Lil Baby",United Kingdom,-5.867,95.055,,,,708340.0,,4,0,0.693,0.477,0.643,0.138,0.0,0.108,0.0828,,False,,False,,,,1,1,,,,
43,4t3VUdmd9z0rETtydUK4BT,40.0,63.0,1.0,143119.0,MEMBERS' CLUB,2024-05-30,4.0,,,,,,,,,,,3 A.M.,"Sin Laurent, Oge, Kidd",GR,-6.274,109.004,,,,,,5,0,0.737,0.669,0.705,0.422,0.0,0.0789,0.1,,False,,False,,,,1,1,,,,
44,57s4NXGSoKhGJveW7Nfi9T,1.0,1.0,0.0,206591.0,3 Days,2024-03-29,4.0,,,,,,,,,,,3 Days,Lady Redneck,AE,-9.241,75.002,,,,,,4,0,0.565,0.227,0.434,0.721,4.13e-06,0.263,0.0254,,False,,False,,,,1,1,,,,
45,0uI7yAKUf52Cn7y3sYyjiX,,,,,,,,80.0,1.0,Dominic Fike,spotify:artist:6USv9qhCn6zfxlBQIYJ9qs,pop,8.0,113.0,177667.0,Oceania,English,3 Nights,Dominic Fike,Australia,-6.59399999999999,151.891,,,,293341.0,,7,0,0.815,0.877,0.518,0.223,0.0,0.104,0.0897,"October 16, 2018",True,,True,Dominic Fike,,https://genius.com/Dominic-fike-3-nights-lyrics,1,1,negative sentiment,emotion is anger,"['song about social issues', 'song about friendship', 'song about ambition and success', 'song about loss and grief', 'song about ambition and success']",song about ambition and success
46,0hxRyDVC61KlZGS6m2Min4,,,,,,,,167.0,1.0,AJR,spotify:artist:6s22t5Y3prQHyaHWUN1R1C,modern rock,13.0,1.0,228373.0,North America,English,3 O'Clock Things,AJR,United States,-8.619,93.978,,,,1603550.0,,11,1,0.694,0.348,0.525,0.0318,0.0,0.217,0.0806,"March 26, 2021",True,,True,AJR,,https://genius.com/Ajr-3-oclock-things-lyrics,1,1,negative sentiment,emotion is fear,"['song about friendship', 'song about social issues', 'song about social issues', 'song about friendship', 'song about social issues', 'song about personal growth']",song about social issues
47,24YG5Z8Of1VHovrfXsbvCZ,,,,,,,,45.0,2.0,Pop Smoke,spotify:artist:0eDvMgVFoNV3TpwtrVCoTj,brooklyn drill,20.0,1.0,228252.0,North America,English,30 (feat. Bizzy Banks),"Pop Smoke, Bizzy Banks",Canada,-5.908,106.743,,,,460534.0,,0,1,0.578,0.595,0.684,0.107,0.0,0.49,0.191,,False,,False,,,,1,1,,,,
48,3aSWXU6owkZeVhh94XxEWO,40.0,87.0,1.0,278276.0,SOS Deluxe: LANA,2024-12-20,4.0,,,,,,,,,,,30 For 30 (with Kendrick Lamar),"SZA, Kendrick Lamar",,-10.338,140.059,,,,,,1,0,0.714,0.506,0.415,0.758,0.000112,0.133,0.0634,"December 20, 2024",True,,True,SZA,Kendrick Lamar,https://genius.com/Sza-and-kendrick-lamar-30-for-30-lyrics,1,1,negative sentiment,emotion is anger,"['song about love', 'song about social issues', 'song about personal growth', 'song about social issues']",song about social issues
49,70JMpxrni5w8DZu2No3TeK,1.0,11.0,1.0,187350.0,33 Key Weights,2023-12-05,4.0,,,,,,,,,,,33 Key Weights,Nitro Blaze,IS,-7.671,112.656,,,,,,3,0,0.535,0.592,0.775,0.285,0.0,0.425,0.0804,,False,,False,,,,1,1,,,,
50,7d2oqmG3bFZjw3BhfPAOS7,50.0,56.0,0.0,170000.0,Pawon Boy Vol.1,2024-11-15,4.0,,,,,,,,,,,365 Days (Remix),"Tml Vibez, Dj 4kerty, Balloranking",NG,-9.031,94.782,,,,,,11,0,0.538,0.541,0.471,0.317,0.0,0.272,0.142,,False,,False,,,,1,1,,,,
51,5xyaPwLmgoyGlDDu2H0Uix,34.0,66.0,1.0,121273.0,Brat and itâ€™s completely different but also still brat,2024-10-11,4.0,,,,,,,,,,,365 featuring shygirl,"Charli xcx, Shygirl",GB,-8.633,137.713,,,,,,0,1,0.735,0.688,0.654,0.244,0.00514,0.709,0.237,"October 11, 2024",True,,True,Charli xcx,Shygirl,https://genius.com/Charli-xcx-and-shygirl-365-featuring-shygirl-lyrics,1,1,negative sentiment,emotion is joy,"['song about happiness and celebration', 'song about social issues', 'song about love', 'song about social issues', 'song about happiness and celebration', 'song about friendship']",song about social issues
52,01qFKNWq73UfEslI0GvumE,20.0,89.0,1.0,201812.0,3D : The Remixes,2023-10-02,4.0,,,,,,,,,,,3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",,-3.287,108.044,,,,,,1,1,0.853,0.888,0.824,0.0322,0.0,0.0859,0.103,"September 29, 2023",True,,True,Jung Kook (ì •êµ­),Jack Harlow,https://genius.com/Jung-kook-and-jack-harlow-3d-lyrics,1,1,positive sentiment,emotion is optimism,"['song about personal growth', 'song about loss and grief', 'song about ambition and success', 'song about happiness and celebration', 'song about happiness and celebration', 'song about love', 'song about ambition and success', 'song about happiness and celebration', 'song about friendship', 'song about love', 'song about love']",song about love
53,70R10GZEIyNaOsltKW5kli,11.0,59.0,0.0,156416.0,3am (Demo Ver.),2023-10-27,4.0,,,,,,,,,,,3am - Demo Ver.,Patrick Brasca,TW,-10.314,87.894,,,,,,6,1,0.505,0.671,0.486,0.129,0.0,0.164,0.0332,,False,,False,,,,1,1,,,,
54,0o5ibKv2wHgbjYXtGuKQ2r,30.0,61.0,0.0,166909.0,4 LIFE,2024-09-06,4.0,,,,,,,,,,,4 LIFE,"Gobs, ICEKIID",DK,-3.927,134.869,,,,,,11,0,0.572,0.638,0.901,0.133,0.0,0.448,0.263,,False,,False,,,,1,1,,,,
55,2Li8V6Mg4O50vCODrVK8Pj,50.0,58.0,0.0,176416.0,4 Life,2023-11-09,4.0,,,,,,,,,,,4 Life,"badmÃ³mzjay, Takt32, vito",DE,-9.24,119.969,,,,,,7,1,0.734,0.323,0.585,0.147,0.0,0.173,0.435,,False,,False,,,,1,1,,,,
56,1oHClQEgDmmbcEx12Kc5nZ,20.0,74.0,0.0,189693.0,Celebration (double disc version),2009-09-18,4.0,,,,,,,,,,,4 Minutes (feat. Justin Timberlake & Timbaland),"Madonna, Justin Timberlake, Timbaland",BG,-4.922,113.026,,,,,,2,1,0.753,0.767,0.931,0.00994,0.00696,0.234,0.0653,"March 17, 2008",True,,True,Madonna,,https://genius.com/Madonna-4-minutes-lyrics,1,1,negative sentiment,emotion is sadness,"['song about loss and grief', 'song about mental health']",song about mental health
57,23tcfuDK1UyB9gC6KILWeW,35.0,25.0,1.0,207229.0,"""Cold Sweats""",2019-03-01,4.0,,,,,,,,,,,4/5 Babies,FTR Drama,LU,-7.404,129.972,,,,,,11,0,0.84,0.594,0.68,0.0377,0.0,0.24,0.217,,False,,False,,,,1,1,,,,
